event,scenario,main_character,emotion1,emotion2,emotion3,emotion4,answer,context_type
Kendall brought some cake to the party and everyone liked it a lot.,Kendall brought some cake to the party at his sister's house and everyone liked it a lot.,Kendall,Joy,Pride,Confusion,Amazement,Pride,place
Kendall brought some cake to the party and everyone liked it a lot.,Kendall brought some cake to the party at his boss's house and everyone liked it a lot.,Kendall,Joy,Pride,Confusion,Amazement,Pride,place
"After the burglary in Ash's neighborhood, Ash armed himself to the teeth and stayed on guard.","After the burglary in Ash's neighborhood last night, Ash armed himself to the teeth and stayed on guard.",Ash,Vigilance,Fear,Helplessness,Pensiveness,Vigilance,time
"After the burglary in Ash's neighborhood, Ash armed himself to the teeth and stayed on guard.","After the burglary in Ash's neighborhood a few months ago, Ash armed himself to the teeth and stayed on guard.",Ash,Vigilance,Fear,Helplessness,Pensiveness,Vigilance,time
Robin took the clothes to the counter and took out her wallet.,Robin took the clothes to the checkout counter and took out her wallet.,Robin,Guilt,Surprise,Acceptance,Anticipation,Anticipation,place
Robin took the clothes to the counter and took out her wallet.,Robin took the clothes home and took a lost wallet out of a pocket.,Robin,Guilt,Surprise,Acceptance,Anticipation,Surprise,place
It was finally time for Austin to perform the Beethoven sonata at their piano recital.,It was finally time for Austin to perform the Beethoven sonata at their piano recital at school.,Austin,Relief,Anticipation,Pride,Devotion,Anticipation,place
It was finally time for Austin to perform the Beethoven sonata at their piano recital.,It was finally time for Austin to perform the Beethoven sonata at their piano recital at Carnegie Hall.,Austin,Relief,Anticipation,Pride,Devotion,Anticipation,place
"After promising to stay up late and help with the decorations, Sasha slept all night instead.","After promising to stay up late and help with the decorations at home, Sasha slept all night instead.",Sasha,Anxiety,Shame,Frustration,Displeasure,Shame,place
"After promising to stay up late and help with the decorations, Sasha slept all night instead.","After promising to stay up late and help with the decorations at her friend's house, Sasha slept all night instead.",Sasha,Anxiety,Shame,Frustration,Displeasure,Shame,place
Kai gave Austin back their coat that they lost int he bar.,Kai gave Austin back their coat that they lost int he bar earlier that day.,Austin,Gratitude,Joy,Amazement,Relief,Gratitude,time
Kai gave Austin back their coat that they lost int he bar.,Kai gave Austin back their coat that they lost int he bar a year ago.,Austin,Gratitude,Joy,Amazement,Relief,Gratitude,time
Kendall turned around when she heard a very loud noise behind her.,Kendall suddenly turned around when she heard a very loud noise coming from the bushes behind her.,Kendall,Lonesomeness,Fear,Interest,Embarrassment,Fear,place
Kendall turned around when she heard a very loud noise behind her.,Kendall suddenly turned around when she heard a very loud noise coming from her earbuds.,Kendall,Lonesomeness,Fear,Interest,Embarrassment,Fear,place
Aubrey played the violin for many years and was good at it.,Aubrey played the violin at the concert hall for many years and was good at it.,Aubrey,Pride,Interest,Acceptance,Gratitude,Pride,place
Aubrey played the violin for many years and was good at it.,Aubrey played the violin at her home for many years and was good at it.,Aubrey,Pride,Interest,Acceptance,Gratitude,Pride,place
Jan put their music into words and the song they wrote moved millions of people.,Jan put their music into words and the song they wrote moved millions of people in America.,Jan,Anxiety,Amazement,Pride,Joy,Pride,place
Jan put their music into words and the song they wrote moved millions of people.,Jan put their music into words and the song they wrote moved millions of people all over the world.,Jan,Anxiety,Amazement,Pride,Joy,Pride,place
Tracy held their hat to their chest when they greeted Skylar.,Tracy held their hat to their chest when they greeted the prince Skylar.,Skylar,Reverence,Acceptance,Favor,Awe,Awe,agent
Tracy held their hat to their chest when they greeted Skylar.,Tracy held their hat to their chest when they greeted the priest Skylar.,Skylar,Reverence,Acceptance,Favor,Awe,Reverence,agent
Robin took the paper back to the counter and said she would pay the bill.,Little Robin took the paper back to the counter and said she would pay the bill.,Robin,Anxiety,Determination,Guilt,Indifference,Determination,agent
Robin took the paper back to the counter and said she would pay the bill.,Old Aunt Robin took the paper back to the counter and said she would pay the bill.,Robin,Anxiety,Determination,Guilt,Indifference,Determination,agent
Sasha combed Quinn's hair because it was dry and damaged from the sun.,Sasha combed her daughter Quinn's hair because it was dry and damaged from the sun.,Sasha,Favor,Concern,Anticipation,Determination,Concern,agent
Sasha combed Quinn's hair because it was dry and damaged from the sun.,Sasha combed her own hair because it was dry and damaged from the sun.,Sasha,Favor,Concern,Anticipation,Determination,Concern,agent
Taylor told Alex what was going on with the new house her fmaily just bought.,Taylor told the architect Alex what was going on with the new house her family just bought.,Alex,Jealousy,Suspicion,Interest,Confusion,Interest,agent
Taylor told Alex what was going on with the new house her fmaily just bought.,Tax evader Taylor told the cop Alex what was going on with the new house her family just bought.,Alex,Jealousy,Suspicion,Interest,Confusion,Suspicion,agent
"Aubrey went to breakfast with Kendall's friend, even after Kendall said she didn't want them to.","Her arch rival Aubrey went to breakfast with Kendall's friend, even after Kendall said she didn't want them to.",Kendall,Sadness,Anger,Concern,Exhaustion,Anger,agent
"Aubrey went to breakfast with Kendall's friend, even after Kendall said she didn't want them to.","Aubrey went to breakfast with Kendall's friend who was a criminal, even after Kendall said she didn't want them to.",Kendall,Sadness,Anger,Concern,Exhaustion,Concern,agent
Tracy defied the governors laws and flew th state flag every morning.,Tracy defied the kind governors laws and flew th state flag every morning.,Tracy,Guilt,Reverence,Vigilance,Contempt,Contempt,agent
Tracy defied the governors laws and flew th state flag every morning.,Tracy defied the harsh governors laws and flew th state flag every morning.,Tracy,Guilt,Reverence,Vigilance,Contempt,Contempt,agent
Alex issued a refund to David for the amount of one hundred dollars even though David had no reciept.,"Three days after the purchase, Alex issued a refund to David for the amount of one hundred dollars even though David had no reciept.",David,Amazement,Gratitude,Comfortableness,Serenity,Gratitude,time
Alex issued a refund to David for the amount of one hundred dollars even though David had no reciept.,"Four months after the purchase, Alex issued a refund to David for the amount of one hundred dollars even though David had no reciept.",David,Amazement,Gratitude,Comfortableness,Serenity,Gratitude,time
Alex took Aubrey to the lake for two hours and then they went and got ice cream.,Alex took new colleague Aubrey to the lake for two hours and then they went and got ice cream.,Aubrey,Comfortableness,Anticipation,Gratitude,Boredom,Comfortableness,agent
Alex took Aubrey to the lake for two hours and then they went and got ice cream.,Alex took city-loving Aubrey to the lake for two hours and then they went and got ice cream.,Aubrey,Comfortableness,Anticipation,Gratitude,Boredom,Gratitude,agent
Sasha had to ask Carson's friend about a terrible situation which made her scared.,"Sasha, a school counselor, had to ask Carson's friend about a terrible situation which made her scared.",Carson's friend,Trust,Helplessness,Anxiety,Pensiveness,Anxiety,agent
Sasha had to ask Carson's friend about a terrible situation which made her scared.,"Sasha, a police officer, had to ask Carson's friend about a terrible situation which made her scared.",Carson's friend,Trust,Helplessness,Anxiety,Pensiveness,Anxiety,agent
Robin set a goal to run five miles every day.,Robin set a goal on January 1 to run five miles every day.,Robin,Optimism,Impatience,Determination,Pensiveness,Determination,time
Robin set a goal to run five miles every day.,Robin set a goal a month before her 10k race to run five miles every day.,Robin,Optimism,Impatience,Determination,Pensiveness,Determination,time
"Jan bought a coffee, drank the coffee, and it tasted good.","Jan bought a coffee first thing in the morning, drank the coffee, and it tasted good.",Jan,Amazement,Optimism,Exhaustion,Comfortableness,Comfortableness,time
"Jan bought a coffee, drank the coffee, and it tasted good.","Jan bought a coffee at midnight, drank the coffee, and it tasted good.",Jan,Amazement,Optimism,Exhaustion,Comfortableness,Comfortableness,time
Addison practiced daily and eventually won the biggest tournament in the sport.,Addison practiced daily for owenty twenty minutes and eventually won the biggest tournament in the sport.,Addison,Surprise,Pride,Joy,Aggressiveness,Pride,time
Addison practiced daily and eventually won the biggest tournament in the sport.,Addison practiced daily for hours and eventually won the biggest tournament in the sport.,Addison,Surprise,Pride,Joy,Aggressiveness,Pride,time
Skylar wanted anything that had to do with turtles for her collection.,"For 15 years, Skylar wanted anything that had to do with turtles for her collection.",Skylar,Devotion,Pensiveness,Amazement,Interest,Devotion,time
Skylar wanted anything that had to do with turtles for her collection.,"For 3 months, Skylar wanted anything that had to do with turtles for her collection.",Skylar,Devotion,Pensiveness,Amazement,Interest,Devotion,time
Remy used every idea she had when trying to figure out how to open the jar.,Remy used every idea she had when trying to figure out how to open the jar for an hour.,Remy,Helplessness,Exhaustion,Displeasure,Frustration,Frustration,time
Remy used every idea she had when trying to figure out how to open the jar.,Remy used every idea she had when trying to figure out how to open the jar before breakfast.,Remy,Helplessness,Exhaustion,Displeasure,Frustration,Frustration,time
Alex took their baby to the doctor for a regular checkup.,Alex took their baby to the doctor at Harvard Medical School for a regular checkup.,Alex,Interest,Sanguinity,Anxiety,Trust,Trust,place
Alex took their baby to the doctor for a regular checkup.,Alex took their baby to the doctor at a medical school no one had heard of for a regular checkup.,Alex,Interest,Sanguinity,Anxiety,Trust,Anxiety,place
Sasha's assistance was so helpful that Sydney thanked god for them being there.,Her arch rival Sasha's assistance was so helpful that Sydney thanked god for them being there.,Sasha,Anticipation,Surprise,Gratitude,Sympathy,Surprise,agent
Sasha's assistance was so helpful that Sydney thanked god for them being there.,The caregiver Sasha's assistance was so helpful that Sydney thanked god for them being there.,Sasha,Anticipation,Surprise,Gratitude,Sympathy,Gratitude,agent
Carson saw Quinn's son shoplifting items from the store earlier today.,Carson saw her brother Quinn's son shoplifting items from the store earlier today.,Carson,Disgust,Amazement,Confusion,Concern,Concern,agent
Carson saw Quinn's son shoplifting items from the store earlier today.,Carson saw her neighbor Quinn's son shoplifting items from the store earlier today.,Carson,Disgust,Amazement,Confusion,Concern,Concern,agent
Ash liked Cameron a lot and Cameron liked Ash a lot.,Ash liked the principal Cameron a lot and Cameron liked the student Ash a lot.,Cameron,Love,Awe,Interest,Guilt,Interest,agent
Ash liked Cameron a lot and Cameron liked Ash a lot.,Ash liked her husband Cameron a lot and Cameron liked Ash a lot.,Cameron,Love,Awe,Interest,Guilt,Love,agent
Skylar wanted to kill Jan yesterday after Jan told their secret.,The crime boss Skylar wanted to kill Jan yesterday after Jan told their secret.,Jan,Fear,Guilt,Vigilance,Intimidation,Fear,agent
Skylar wanted to kill Jan yesterday after Jan told their secret.,Her best friend Skylar wanted to kill Jan yesterday after Jan told their secret.,Jan,Fear,Guilt,Vigilance,Intimidation,Fear,agent
Addison saw the bike in the driveway and knew instantly that her boyfriend came to apologize.,Addison saw the bike in the driveway and knew instantly that her boyfriend came to apologize for the first time in life.,Addison,Contempt,Optimism,Acceptance,Surprise,Optimism,agent
Addison saw the bike in the driveway and knew instantly that her boyfriend came to apologize.,Addison saw the bike in the driveway and knew instantly that her boyfriend came to apologize for the tenth time.,Addison,Contempt,Optimism,Acceptance,Surprise,Contempt,agent
Cameron got the dog away from them since the dog kept barking at their guest.,Cameron got a hold of the dog since the dog kept barking at their invited guests.,Cameron,Discouragement,Fear,Annoyance,Concern,Annoyance,agent
Cameron got the dog away from them since the dog kept barking at their guest.,Cameron got a hold of the dog since the dog kept barking at an intruder coming through the window.,Cameron,Discouragement,Fear,Annoyance,Concern,Concern,agent
"Quinn's face was covered with pizza sauce, so Kendall made Quinn use a napkin.","Quinn's face was covered with pizza sauce, so his boss Kendall made Quinn use a napkin.",Quinn,Embarrassment,Frustration,Indifference,Confusion,Embarrassment,agent
"Quinn's face was covered with pizza sauce, so Kendall made Quinn use a napkin.","Quinn's face was covered with pizza sauce, so his mother Kendall made Quinn use a napkin.",Quinn,Embarrassment,Frustration,Indifference,Confusion,Embarrassment,agent
Casey was applying to a job and she ended up nailing her interview.,Casey was applying to a job and she ended up nailing her interview in the first go.,Casey,Comfortableness,Relief,Surprise,Joy,Joy,agent
Casey was applying to a job and she ended up nailing her interview.,Casey was applying to a job and she ended up nailing her interview after attempting it for five times.,Casey,Comfortableness,Relief,Surprise,Joy,Relief,agent
Kendall whispered Casey's name as he stalked them through the darkened house.,Joker Kendall whispered Casey's name as he stalked them through the darkened house.,Casey,Surprise,Intimidation,Acceptance,Loathing,Intimidation,agent
Kendall whispered Casey's name as he stalked them through the darkened house.,Little Kendall whispered Casey's name as he stalked them through the darkened house.,Casey,Surprise,Intimidation,Acceptance,Loathing,Intimidation,agent
Cameron provided advice to individuals about how to get a nice partner to marry.,The divorcee Cameron provided advice to individuals about how to get a nice partner to marry.,Cameron,Interest,Favor,Trust,Scorn,Interest,agent
Cameron provided advice to individuals about how to get a nice partner to marry.,The marriage counsellor Cameron provided advice to individuals about how to get a nice partner to marry.,Cameron,Interest,Favor,Trust,Scorn,Interest,agent
Sasha realized people were staring at them.,Sasha realized people were staring at them while performing the dance at their college cultural event,Sasha,Fear,Shame,Boredom,Pride,Shame,place
Sasha realized people were staring at them.,Sasha realized people were staring at them at a very crowded bus,Sasha,Fear,Shame,Boredom,Pride,Shame,place
Tracy asked Lee to give them a break,Tracy asked Lee to give them a break after working nonstop for 12 hours.,Tracy,Gratitude,Annoyance,Frustration,Exhaustion,Exhaustion,agent
Tracy asked Lee to give them a break,Tracy asked Lee to give them a break after Lee criticized them repeatedly during a team meeting,Tracy,Gratitude,Annoyance,Frustration,Exhaustion,Frustration,agent
Alex watched football.,"At a packed stadium during the World Cup final, Alex watched football.",Alex,Indifference,Ecstasy,Embarrassment,Lonesomeness,Ecstasy,place
Alex watched football.,"In an empty bar on a quiet Tuesday afternoon, Alex watched football.",Alex,Indifference,Ecstasy,Embarrassment,Lonesomeness,Indifference,place
Casey had been studying the Bible and converted to Christianity,Casey had been studying the Bible and converted to Christianity while hanging out at a friend's house.,Casey,Interest,Grief,Gratitude,Awe,Awe,time
Casey had been studying the Bible and converted to Christianity,Casey had been studying the Bible and converted to Christianity during his travel to Vatican City churches.,Casey,Interest,Grief,Gratitude,Awe,Awe,time
Lee's pet ran away on him.,Lee's pet ran away from him while they were in a crowded city park.,Lee,Concern,Interest,Sadness,Frustration,Concern,place
Lee's pet ran away on him.,Lee's pet ran away from him while they were in the living room.,Lee,Concern,Interest,Sadness,Frustration,Concern,place
Sydney is sick.,Sydney became sick the day before an important job interview,Sydney,Relief,Sadness,Awe,Anxiety,Anxiety,time
Sydney is sick.,Sydney became sick the day after an important job interview.,Sydney,Relief,Sadness,Awe,Anxiety,Sadness,time
Sydney got a raise and a new promotion.,Sydney got a raise and a new promotion on the day before the company announced major layoffs.,Sydney,Ecstasy,Guilt,Love,Fear,Guilt,agent
Sydney got a raise and a new promotion.,Sydney got a raise and a new promotion after five years of dedicated work at the company.,Sydney,Ecstasy,Guilt,Love,Fear,Ecstasy,agent
"Remy was athletic and wanted to spend time in nature, so Remy wanted to go hiking.","Remy was athletic and wanted to spend time in nature, so Remy wanted to go hiking with a group of experienced hikers.",Remy,Exhaustion,Concern,Joy,Amazement,Joy,agent
"Remy was athletic and wanted to spend time in nature, so Remy wanted to go hiking.","Remy was athletic and wanted to spend time in nature, so Remy wanted to go hiking with a group of beginners who had never hiked before.",Remy,Exhaustion,Concern,Joy,Amazement,Concern,agent
"After Sydney cut her nails, Sasha decided to get her hair done and go on a date.","After Sydney cut her nails, Sasha decided to get her hair done by a renowned stylist and go on a date.",Sasha,Anticipation,Fear,Gratitude,Anxiety,Anticipation,agent
"After Sydney cut her nails, Sasha decided to get her hair done and go on a date.","After Sydney cut her nails, Sasha decided to get her hair done by an inexperienced friend and go on a date.",Sasha,Anticipation,Fear,Gratitude,Anxiety,Anticipation,agent
It was late and night and Bailey was asleep in bed alone.,"It was late at night during a thunderstorm, and Bailey was asleep in bed alone.",Bailey,Sadness,Serenity,Helplessness,Terror,Terror,place
It was late and night and Bailey was asleep in bed alone.,"It was late at night after a long day of work, and Bailey was asleep in bed alone.",Bailey,Sadness,Serenity,Helplessness,Terror,Serenity,place
Bailey took their dog to the dog park and let the dog run.,"On the morning of a big job interview, Bailey took their dog to the dog park and let the dog run.",Bailey,Concern,Comfortableness,Relief,Pride,Comfortableness,place
Bailey took their dog to the dog park and let the dog run.,"After being cooped up indoors for a week due to bad weather, Bailey took their dog to the dog park and let the dog run.",Bailey,Concern,Comfortableness,Relief,Displeasure,Relief,place
kendall was hungry for the large hot dog so she took another bite.,"Kendall was hungry for the large hot dog, so she took another bite. The hot dog was prepared by her favorite street vendor who always adds a personal touch.",Kendall,Concern,Anger,Sympathy,Joy,Joy,agent
kendall was hungry for the large hot dog so she took another bite.,"Kendall was hungry for the large hot dog, so she took another bite. The hot dog was bought from an unfamiliar food truck at a crowded event.",Kendall,Concern,Anger,Sympathy,Joy,Joy,agent
Kai taught English class to students at a college.,Kai taught English classes to students at a college as a renowned professor. ,Kai,Gratitude,Anxiety,Lonesomeness,Pride,Pride,agent
Kai taught English class to students at a college.,Kai taught English classes to students at a college as a teaching assistant.,Kai,Gratitude,Anxiety,Lonesomeness,Pride,Pride,agent
Addison looked over bailey's business plan and helped her maximize her profits.,Addison looked over Bailey's business plan and helped her maximize her profits. Bailey is Addison's longtime friend.,Bailey,Gratitude,Awe,Concern,Terror,Gratitude,agent
Addison looked over bailey's business plan and helped her maximize her profits.,Addison looked over Bailey's business plan and helped her maximize her profits.  Bailey is a hostile business rival of Addison.,Bailey,Gratitude,Awe,Concern,Terror,Concern,agent
"Ash was worried how it would go, but according to Ash it went well.","Ash was worried how it would go, but according to Ash it went well. Ash received positive feedback from a respected mentor.",Ash,Pride,Concern,Comfortableness,Relief,Relief,agent
"Ash was worried how it would go, but according to Ash it went well.","Ash was worried how it would go, but according to Ash it went well. Ash received positive feedback from a stranger in the audience.",Ash,Pride,Concern,Comfortableness,Relief,Relief,agent
Taylor used a chart to help explaining the complex logic and design of the system to the teammates.,"Taylor, a newly hired junior developer, used a chart to help explaining the complex logic and design of the system to the teammates.",Taylor,Anxiety,Pride,Relief,Joy,Pride,agent
Taylor used a chart to help explaining the complex logic and design of the system to the teammates.,"Taylor, the project's lead architect with years of experience, used a chart to help explaining the complex logic and design of the system to the teammates.",Taylor,Anxiety,Pride,Relief,Joy,Pride,agent
Kendall wanted to ask Jan if she had gotten a date to the dance yet.,"On the morning of the dance, Kendall wanted to ask jan if she had gotten a date of dance yet.",Kendall,Fear,Anxiety,Anticipation,Displeasure,Anticipation,agent
Kendall wanted to ask Jan if she had gotten a date to the dance yet.,"A month before the dance, Kendall wanted to ask Jan if she had gotten a date of the dance yet.",Kendall,Fear,Anxiety,Anticipation,Displeasure,Anticipation,agent
It was getting time and Sasha got ready to go to the party.,"It was getting time and Sasha got ready to go to the party , which was  being held  on a rooftop  with a view  of entire city.",Sasha,Anticipation,Helplessness,Anxiety,Pensiveness,Anticipation,place
It was getting time and Sasha got ready to go to the party.,"It was getting time and Sasha got ready to go to the party, which was set an unfamiliar remote location late at night.",Sasha,Anticipation,Helplessness,Anxiety,Pensiveness,Anxiety,place
Riley was jumping up and down with their hands in the air. Austin held Riley's arms to keep them from moving.,"Riley was jumping up and down with their hands in the air in a crowded amusement park, filled with laughter and excitement. Austin held Riley's arms to keep them from moving.",Austin,Terror,Shame,Interest,Concern,Concern,place
Riley was jumping up and down with their hands in the air. Austin held Riley's arms to keep them from moving.,"Riley was jumping up and down with their hands in the air in a quiet library, where silence was expected. Austin held Riley's arms to keep them from moving.",Austin,Terror,Shame,Interest,Concern,Concern,place
Austin stretched out their arms to reach the item at the end of the table.,"Austin, a toddler learning to walk, stretched out their arms to reach the item at the end of the table.",Austin,Indifference,Determination,Displeasure,Frustration,Determination,agent
Austin stretched out their arms to reach the item at the end of the table.,"Austin, a university student, stretched out their arms to reach the item at the end of the table.",Austin,Indifference,Determination,Displeasure,Frustration,Determination,agent
Alex wanted their hair to be bright blue but needed to remove their natural color first.,"Alex wanted their hair to be bright blue but needed to remove their natural color first, just few hours before  a big audition they had been prepared for it.",Alex,Anticipation,Anxiety,Frustration,Joy,Anxiety,agent
Alex wanted their hair to be bright blue but needed to remove their natural color first.,"Alex wanted their hair to be bright blue but needed to remove their natural color first, and it was  already late at night.",Alex,Anticipation,Anxiety,Frustration,Joy,Frustration,agent
Carson asked my mom if I could play and she told him that he wasn't welcome.,Carson asked my mom if I could play and she told him that he wasn't welcome. Carson was my best friend.,Carson,Embarrassment,Anger,Annoyance,Indifference,Embarrassment,agent
Carson asked my mom if I could play and she told him that he wasn't welcome.,Carson asked my mom if I could play and she told him that he wasn't welcome. Carson was a classmate I barely knew.,Carson,Embarrassment,Anger,Annoyance,Indifference,Embarrassment,agent
Lee's pet ran away on him when he opened the door.,Lee's pet ran away on him when he opened the door during a busy morning when everyone was rushing to leave for work and school.,Lee,Concern,Terror,Annoyance,Lonesomeness,Concern,time
Lee's pet ran away on him when he opened the door.,Lee's pet ran away on him when he opened the door late at night when the neighborhood was quiet and empty.,Lee,Concern,Terror,Annoyance,Lonesomeness,Concern,time
Bailey is the President of the club.  Bailey provided financial support to members.,"Bailey is the President of the club. Bailey provided financial support to members, and most of the recent members have become longtime friends.",Bailey,Awe,Concern,Comfortableness,Terror,Comfortableness,agent
Bailey is the President of the club.  Bailey provided financial support to members.,"Bailey is the President of the club. Bailey provided financial support to members, and most of the recent members have become undocumented immigrants.",Bailey,Awe,Concern,Comfortableness,Terror,Concern,agent
Aubrey got Bailey's tree more water after they saw it needed it.,Aubrey got Bailey's tree more water after she saw it needed water. Aubrey is a stranger.,Bailey,Gratitude,Embarrassment,Terror,Joy,Gratitude,agent
Aubrey got Bailey's tree more water after they saw it needed it.,Aubrey got Bailey's tree more water after she saw it needed water. Aubrey is Bailey?셲 grandmother.,Bailey,Gratitude,Embarrassment,Terror,Joy,Gratitude,agent
Austin had a snowball fight with his family on the first day of snow.,Austin had a snowball fight with his family on the first day of snow during a sunny and bright afternoon.,Austin,Anxiety,Exhaustion,Helplessness,Joy,Joy,time
Austin had a snowball fight with his family on the first day of snow.,Austin had a snowball fight with his family on the first day of snow during a cold and windy evening.,Austin,Anxiety,Exhaustion,Helplessness,Joy,Joy,time
"Jordan looked sad eating lunch alone, so Alex sat beside Jordan.","Jordan looked sad eating lunch alone, so Alex, a close friend, sat beside Jordan.",Alex,Helplessness,Joy,Comfortableness,Sympathy,Sympathy,agent
"Jordan looked sad eating lunch alone, so Alex sat beside Jordan.","Jordan looked sad eating lunch alone, so Alex, a longtime foe, sat beside Jordan.",Alex,Helplessness,Joy,Comfortableness,Sympathy,Sympathy,agent
Quinn planned to move his furniture but needed Alex's help to complete the task.,Quinn planned to move his furniture but needed Alex's help to complete the task. Alex was Quinn's reliable friend.,Quinn,Comfortableness,Shame,Relief,Pride,Relief,agent
Quinn planned to move his furniture but needed Alex's help to complete the task.,Quinn planned to move his furniture but needed Alex's help to complete the task. Alex was Quinn's ex.,Quinn,Comfortableness,Shame,Relief,Pride,Shame,agent
Ash accidentally left Bailey's phone behind when they exited the bus.,Ash accidentally left Bailey's phone behind when they exited the bus during a busy morning commute.,Ash,Frustration,Anxiety,Displeasure,Shame,Anxiety,time
Ash accidentally left Bailey's phone behind when they exited the bus.,Ash accidentally left Bailey's phone behind when they exited the bus late at night when the bus was nearly empty.,Ash,Frustration,Anxiety,Displeasure,Shame,Anxiety,time
Taylor found Cameron's seats empty though Cameron clearly claimed to be in the seat and Taylor worried that the show would start soon.,"Taylor found Cameron's seats empty though Cameron clearly claimed to be in the seat, and it was five minutes before the show was set to start.",Taylor,Confusion,Concern,Shame,Disapproval,Confusion,time
Taylor found Cameron's seats empty though Cameron clearly claimed to be in the seat and Taylor worried that the show would start soon.,"Taylor found Cameron's seats empty though Cameron clearly claimed to be in the seat, and it was an hour before the show was set to start.",Taylor,Confusion,Concern,Shame,Disapproval,Confusion,time
"Addison and the other boys wanted to build 10 boat, Addison wanted to finish first.","Addison and the other boys wanted to build 10 boats, and Addison wanted to finish first while competing against his best friends.",Addison,Determination,Concern,Joy,Amazement,Determination,agent
"Addison and the other boys wanted to build 10 boat, Addison wanted to finish first.","Addison and the other boys wanted to build 10 boats, and Addison wanted to finish first while competing against strangers.",Addison,Determination,Concern,Joy,Amazement,Determination,agent
Ash asked Casey anything on the subject of math to see if he really knew his stuff.,"Ash asked Casey anything on the subject of math to see if he really knew his stuff, and Ash was Casey's supportive tutor.",Casey,Interest,Anxiety,Pride,Comfortableness,Comfortableness,agent
Ash asked Casey anything on the subject of math to see if he really knew his stuff.,"Ash asked Casey anything on the subject of math to see if he really knew his stuff, and Ash was Casey's skeptical peer.",Casey,Interest,Anxiety,Pride,Comfortableness,Anxiety,agent
Cameron asked Casey to write a report about her dog that passed away from a curable disease.,Cameron asked Casey to write a report about her dog that passed away from a curable disease shortly after she had adopted a new puppy.,Casey,Devotion,Grief,Oppression,Guilt,Grief,time
Cameron asked Casey to write a report about her dog that passed away from a curable disease.,Cameron asked Casey to write a report about her dog that passed away from a curable disease during a reflective moment on the anniversary of its passing.,Casey,Devotion,Grief,Oppression,Guilt,Grief,time
jordan was tired and exhausted so he tried to sleep.,"Jordan was tired and exhausted after a long day at work, so he tried to sleep in his comfortable bed, where the soft pillows and quiet surroundings promised rest.",Jordan,Amazement,Indifference,Relief,Displeasure,Relief,place
jordan was tired and exhausted so he tried to sleep.,"Jordan was tired and exhausted after a long day of studying, so he tried to sleep on the couch in a noisy common area filled with distractions and conversations.",Jordan,Amazement,Indifference,Relief,Displeasure,Displeasure,place
Carson gave Jesse a lesson on how to play the piano one day.,"Carson, Jesse's longtime friend and talented musician, gave Jesse a lesson on how to play the piano one day. Carson patiently explained each note and chord, demonstrating with skilled fingers.",Jesse,Anxiety,Displeasure,Joy,Discouragement,Joy,agent
Carson gave Jesse a lesson on how to play the piano one day.,"Carson, Jesse's strict and demanding father, gave Jesse a lesson on how to play the piano one day. Carson's eyes narrowed with each mistake, his fingers tapping impatiently on the piano lid.",Jesse,Anxiety,Displeasure,Joy,Discouragement,Anxiety,agent
Kendall closed the door with a slam after Sydney left.  It had been a bad fight.,Kendall closed the door with a slam after Sydney left. It had been a bad fight. This happened just minutes after they had celebrated their one-year anniversary.,Kendall,Oppression,Anger,Discouragement,Sadness,Sadness,time
Kendall closed the door with a slam after Sydney left.  It had been a bad fight.,Kendall closed the door with a slam after Sydney left. It had been a bad fight. This occurred on the night before Kendall's important job interview.,Kendall,Oppression,Anger,Discouragement,Sadness,Anger,time
according to the article Jesse moved houses to get into the action.,"According to the article, Jesse moved houses to get into the action. The new location was a bustling city center apartment surrounded by nightclubs and trendy restaurants.",Jesse,Joy,Surprise,Vigilance,Boredom,Joy,place
according to the article Jesse moved houses to get into the action.,"According to the article, Jesse moved houses to get into the action. The new place was a remote cabin in the woods, miles away from the nearest town.",Jesse,Joy,Surprise,Vigilance,Boredom,Vigilance,place
Skylar set the mouse free and hoped it would be ok.,"Skylar set the mouse free in a lush garden filled with tall grass and flowers, hoping it would be ok as it scurried away.",Skylar,Concern,Guilt,Joy,Remorse,Concern,place
Skylar set the mouse free and hoped it would be ok.,"Skylar set the mouse free in a busy city park where many people were walking by, hoping it would be ok despite the potential dangers.",Skylar,Concern,Guilt,Joy,Remorse,Concern,place
"Alex lived nearby in Casey's area, away from the gated community.","Alex lived nearby in Casey's area, away from the gated community. Casey's neighborhood was known for its high crime rates and frequent police patrols.",Casey,Discouragement,Vigilance,Boredom,Serenity,Vigilance,place
"Alex lived nearby in Casey's area, away from the gated community.","Alex lived nearby in Casey's area, away from the gated community. Casey's neighborhood was a vibrant arts district with numerous galleries and street performances.",Casey,Discouragement,Vigilance,Boredom,Serenity,Serenity,place
Skylar showed their teeth to show he was very aggressive.,"Skylar showed their teeth during a heated argument in a crowded cafe, where the tension in the air was palpable and onlookers were watching closely.",Skylar,Fear,Anger,Joy,Concern,Anger,place
Skylar showed their teeth to show he was very aggressive.,"Skylar showed their teeth while playing a competitive sport on the field, where the adrenaline was high and teammates were cheering loudly.",Skylar,Fear,Anger,Joy,Concern,Joy,place
Austin wanted to start selling things on eBay.,"Austin wanted to start selling things on eBay. It was December 24, 2002, the day eBay first introduced its auction-style listings for sellers.",Austin,Amazement,Anxiety,Fear,Anticipation,Anticipation,time
